stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5.05,0,0,0,1.07,0,0,0.75
3dpf,14.95,0,0,1.09,6.61,0.53,0.31,0.35
5dpf,0,0.37,0.74,3.83,1.36,0,0.36,0.77
10dpf,6.09,0,3.42,0,4.42,0,0,1.35
