stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.54,0,0,0,0,1.08
3dpf,0,0,6.75,0,0,0
5dpf,0.88,0,20.47,0.93,0,2.72
10dpf,0,0.64,70.04,1.03,0.78,0
