stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,3.33,0,0,0,0
16hpf,0,0,3.3,0,0,0,0
24hpf,2.11,0,0,0,0,0,0
2dpf,11.85,2.16,10.44,1.97,1.81,0.49,0
3dpf,78.43,0.41,10.97,0.36,0.59,0,0
5dpf,47.11,0,3.25,8.93,0.72,0,3.02
10dpf,62.61,0.6,13.74,1.05,1.15,0.9,0
