stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,0.83,0
2dpf,0.63,1.69,2.23,0.84,1.84,14.89,0.51
3dpf,2.43,1.48,0,0,0,0.53,0
5dpf,0,6.94,0.38,0,1.4,3.99,3.17
10dpf,3.59,4.02,1.42,0,1.4,1.31,1.47
