stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,periderm
14hpf,0,0,0,2.24
2dpf,0,0,0,4.94
3dpf,0,0,0,0.61
5dpf,0,0.32,0,2.55
10dpf,0.73,0.89,0.7,1.94
