stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
24hpf,0,0,1.3,0,0
2dpf,1.33,0,11.61,0,0.48
3dpf,0.3,0,5.69,0,0
5dpf,0.44,1.61,53.31,2.48,0.69
10dpf,0,0,18.51,0,0
