stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,13.74,0,0,0,0,0
3dpf,19.11,0,0,0,0,0
5dpf,25.39,0,0.44,3.05,0.49,0.84
10dpf,13.71,1.1,0,0,0,0
