stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0.51,0,0,2.06,0
3dpf,1.74,3.15,0,0,0.82,0
5dpf,1.47,20.23,0,0.39,0.98,1.68
10dpf,11.17,23.68,2.75,0.48,1.46,0
