stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.44,0,0.59,0
3dpf,6.06,1.07,0,0
5dpf,0.46,0.59,0,0.87
10dpf,1.17,0,0,0
