stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.2,0,0,4.55,0
3dpf,0,0,0.72,1.05,0
5dpf,0,0.45,0.54,3.7,0
10dpf,0,0,0,2.12,0.68
