stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,3.08,0,2.55,0,0,0
24hpf,0,0,25.7,0,0,0,0,0
2dpf,8.18,0,3.33,0,0.76,1.13,0.91,0.51
5dpf,1.25,0.59,293.06,1.27,9.67,0,0.79,6.48
