stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,0,0,0,3.97,0,0,0
2dpf,0,0,0,0,1.81,3.95,2.4
3dpf,0.7,0,0,0,0.36,0.31,0
5dpf,3.6,0,0,0,0,2.44,0.45
10dpf,1.13,0.59,0.56,2.82,2.43,1.64,0
