stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.9,0,0,0,2.84
3dpf,3.29,0.3,0,0.61,1.58,0.55,0.77
5dpf,0,3.65,0.3,0,3,0.79,3.59
10dpf,1.42,3.97,0,0,4.45,11.4,12.93
