stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,3.31,0,0,1.4,3.03
3dpf,2.11,0,0.43,2.19,1.16
5dpf,0,0,0,2.29,13
10dpf,3.87,0.58,0,0.99,6.29
