stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,1.37,3.03,0.73
3dpf,0.39,0,2.47,0
5dpf,0,0,1.39,0.33
10dpf,0,0,8.5,0
