stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0,0,1.05,0
3dpf,0.4,0.72,0,0
5dpf,0.47,7.7,0,0
10dpf,0,14.23,0,0.57
