stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,18783.56,317.53,140.62,0,3615.21,162.45,0,160.85,6447.78,4833.52
12hpf,28923.53,692.48,300.39,703.45,6578.27,1117.43,65.38,1147.71,10302.11,7577.71
14hpf,14182.38,201.79,688.08,489,2494,917.73,196.57,285.3,3957.58,3142.85
16hpf,13634.5,551.27,719.1,512.34,3329.66,1227.68,351.19,537.42,3705.07,4129.21
19hpf,18721.86,125.36,212.61,300.22,1962.36,770.57,219.05,142.49,880.49,3218.07
24hpf,16066.22,224.59,1868.87,467.8,3716.09,1335.29,288.97,84.16,1405.55,1903.4
2dpf,4082.99,137.32,227.91,511.05,3316.15,2018.18,335.18,37.75,765.07,994.59
3dpf,2986.44,42.12,30.19,64.66,66.12,601.93,55.21,0.36,94.84,109.19
5dpf,712.86,48.3,363.85,221.62,342.32,1716.55,95.29,100.26,361.75,811.47
10dpf,696.02,21.77,155.56,55.5,14.82,170.46,37.39,0,63.23,32.72
