stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.32,0,0,0.56,0,0,0,0
3dpf,13.05,0.69,0,0,5.56,0,0.66,0.66
5dpf,3.09,1.59,3.24,0.58,9.75,0.97,0.77,3.13
10dpf,10.93,0,0.58,0.5,6.32,0,0.6,0
