stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,0.34,0.32,2.03,0,0
5dpf,1.67,0,24.11,0.78,4.07
10dpf,11.39,0,13.3,0.6,9.17
