stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1795.8,31.35,8.62,0,308.92,39.09,0,20.26,1188.72,353.27
12hpf,1297.67,28.72,5.99,50.87,409.76,84.73,0,5.01,934.68,317.66
14hpf,1175.32,37.25,94.94,34.15,388.28,168.16,29.93,3.23,819.05,244.25
16hpf,1560.06,216.99,201.74,60.44,674.35,270.85,88.28,8.03,1224.56,524.27
19hpf,1900.59,75.1,35.96,14.2,284.56,134.49,34.02,2.35,456.05,235.42
24hpf,1205.49,45.86,90.96,10.21,370.71,209.81,35.45,1.53,446.41,107.59
2dpf,471.86,23.91,20.84,43.8,182.6,404.25,50.05,4.28,208.62,105.06
3dpf,642.87,26.65,11.41,14.08,22.15,281.79,14,0,48.25,49.71
5dpf,234.38,27.64,63.82,83.43,68.63,1124.26,50.24,41.74,263.44,459.33
10dpf,524.35,53.23,50.42,69.78,75.26,1128.24,29.73,0.72,195.81,101.97
