stage,central_nervous_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,2.47,0,0,0,0,0
16hpf,5.62,0,0,0,0,0
19hpf,0,1.62,0,0,0,0
24hpf,5.72,0,0,0,0,0
2dpf,78.44,4.18,0,0,1.2,2.86
3dpf,18.21,1.35,0.42,0,0,0
5dpf,32.96,3.65,0.74,0.61,0.67,0.58
10dpf,18.65,1.5,0,0,0,0
