stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,1.75,0,0,0
3dpf,4.39,0.52,0,0.48
5dpf,3.18,0,0,0.29
10dpf,0.39,1.41,0.63,0
