stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,0,0,0,8.94,0
14hpf,0,0,0,0,0,5.81
16hpf,0,0,0,0,6.33,6.5
24hpf,0,0,0,0.83,0,0.88
2dpf,6.06,0,0,0,0,23.56
3dpf,1.92,0.31,0.35,3.23,0,7.4
5dpf,1.48,1.53,0.36,3.54,0,30.65
10dpf,3.01,1.75,2.68,1.19,0,12.77
