stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.32,0,0.58,3.12,0
3dpf,0,0,0,0.31,0
5dpf,0,0.65,0,2.75,1.03
10dpf,1.7,0,0,1.71,0.74
