stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.31,0,3.46,0,0,1.72,0
3dpf,0,0,2.81,0.47,0,0,0
5dpf,1.73,0,17.95,7.08,2.71,0.65,1.08
10dpf,0,1.53,9.22,0,0,0,0
