stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.91,0,8.22
3dpf,1.1,0,4.82,0,4.88
5dpf,1.49,0.61,0.96,1.56,50.36
10dpf,0.68,0,2.58,0,21.39
