stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.07,0,5.76,0.49,0.67
3dpf,3.16,0,2.43,0,0
5dpf,0.33,0,1.78,0,0
10dpf,0.9,0.99,0,0,0
