stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,6.15,0,0,0.87
3dpf,0.37,0.46,0,0.83
5dpf,1.76,1.12,0,0.31
10dpf,0,0,0.51,0
