stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.81,0,1.04,0,0.68
3dpf,1.44,0,0,0.94,0
5dpf,0,0.38,0,1.64,0.33
10dpf,4.16,0.48,0,0,0.52
