stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.65,0,2.61
3dpf,1.74,0.61,0,0,1.03
5dpf,0,0,0,1.78,0
10dpf,5.36,0,0,0.87,1.72
