stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,0,0.56,0,0.58
3dpf,0.81,0,0,0.79
5dpf,0,0,0,0.42
10dpf,0,0,1.16,0.42
