stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.61,0,1.98,2,0,0,1.02
3dpf,5.4,0,0.58,0,2.07,0.29,0
5dpf,0.63,0.62,0,0,2.1,0,0.7
10dpf,3.53,0,0,0,0.68,0,0
