stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,12.66,1.77,0,0,5.37,5.13,0,0.78,79.4
3dpf,6.29,1.93,0,0,1.72,5.55,0,0,12.91
5dpf,7.34,2.89,1.18,3.24,1.55,14.21,0.47,0,84.63
10dpf,2.22,5.85,0,0.95,1.79,2.14,2.06,0,17.21
