stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
14hpf,0,0,0,0,2.45
2dpf,0.84,0,1.77,0.5,0.84
3dpf,0.36,0,0,0,0
10dpf,0.59,0.68,0,0,0
