stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
24hpf,0,0,25.4,0,0,0
2dpf,0,0,2.7,0,0,0
3dpf,3.05,0.68,5.14,0.66,0,0.44
5dpf,1.04,0,2.75,0.89,0.34,4.3
10dpf,8.39,2,22.06,0.82,0,0
