stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,0,0,0.33,0,0
5dpf,1.3,0.88,1.71,0,0.81,3.27
10dpf,0,0.59,0,0.44,0,0.38
