stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,4.29,0,0,1.86
3dpf,2.36,0,0,0.47,1.05,2.2,0,6.54
5dpf,1.22,1.27,0,0.78,0,1.79,0.33,5.66
10dpf,0,0.53,0.45,1.48,0,1.78,0,8.57
