stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,280.91,0,8.74,0,39.73,0,0,30.37,127.25,50.71
12hpf,1219,13.37,1.82,32.16,228.49,42.05,2.02,25.26,930.14,226.46
14hpf,582.43,10.2,46.67,23.32,101.56,54.34,11.47,9.47,272.47,65.48
16hpf,860.15,33.22,153.23,42.07,250.75,112.11,40.72,30.83,556.96,261.65
19hpf,688.02,1.57,51.32,28.59,58.85,32.93,13.92,3.27,142.36,104.83
24hpf,1214,9,418.39,21.06,154.76,94.16,53.04,3.87,856.5,173.23
2dpf,504.44,43.14,52.61,55.52,123.55,293.89,79.33,5.64,132.52,80.29
3dpf,878.16,57.82,13.39,35.28,12.83,180.28,9.31,0,29.35,41.42
5dpf,189.62,14.48,78.05,79.3,29.92,436.48,34.96,13.89,134.73,231.57
10dpf,566.88,68.82,77.12,69.08,25.15,308.17,20.7,1.42,77.08,46.52
