stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.02,0,1.28,0
3dpf,0.39,0,0,0,0
5dpf,0.66,0,0.32,0,0.89
