stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,1.85,0
3dpf,55.69,0,0.48,0,0.86,0,0,0
5dpf,1.66,0,0,1.12,3.39,0.57,1.61,1.7
10dpf,52.01,1.16,0,0,0.62,0,0,0
