stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0,0,0,0,0.56,0,0,0,1.02
3dpf,0.31,0,0,0,0,0.7,0,0,0
5dpf,0,0.75,0,0,0,1.63,0.62,0.31,11.02
10dpf,3.24,0,46.75,0.64,0.82,5.91,0,0,0
