stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.96,0,0,6.37,0,1.01
3dpf,0.32,0,0.48,19.47,0,0.3
5dpf,0,0.42,0.99,9.48,0.52,0.43
10dpf,0,0,0.57,8.73,0,0
