stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
14hpf,0,0,0,2.7
16hpf,0,3.52,0,0
2dpf,0.5,0.8,0.58,0
3dpf,0.38,0,0,0
