stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,3.08,0,0,0,8.3,0.78,0,0.98,0.49
3dpf,3.4,0,0.43,0.44,0,0,0,0.4,0
5dpf,1.24,0.6,1.04,0,2.49,0.6,0.43,1.63,1.08
10dpf,2.77,0,0,0.38,4.2,0,0,1.37,0
