stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,7.86,0,0,1.96,7.28,0
2dpf,1.16,0.49,0,0,0,1.15
3dpf,0.34,0.51,0,0,0,0
5dpf,0,0,0.52,0,0,0
