stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,8.05,0,1.31,1.21
3dpf,18.68,0,0,0.72
5dpf,1.29,0,0.34,3.55
10dpf,3.4,1.31,0,1.1
