stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.75,0,1.39,1.16,0
3dpf,3.05,0,0,0.33,0
5dpf,0.47,0,0,1.13,0
10dpf,0.82,0.52,0,1.25,0.58
