stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,1.97,0,0
3dpf,1.61,0,1.69,0.48
5dpf,0,0,1.4,0
10dpf,0,0,1.49,0
