stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,4,1.6,1.31,0.86,0.5,0.53
3dpf,0.88,0,0,0.74,0,0
5dpf,1.6,0,0.4,2.52,0,3.47
10dpf,0.67,0,0,4.19,0,1.36
