stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,0,0,1.05,0
3dpf,1.3,0,0.52,0
5dpf,0.89,0,0,0.97
10dpf,4.28,0.48,0,0
