stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,25.07,0.96,1.27,2.5,2.37,1.98,0.63,2.19,2.22
3dpf,2.95,0,0,0,0.83,0,0,0,0
10dpf,13.33,6.04,0,0,1.87,0,0,0.46,0
