stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,4.36,0,0,0,0
2dpf,5.98,0,1.46,7.4,3.33,0
3dpf,0.65,0,1.46,0,0,0
5dpf,0.57,3.71,3.32,0.95,0.37,0.98
10dpf,3.67,1.33,0,6.33,0.48,0
