stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
19hpf,1.72,0,0,0,0,0,0,0
2dpf,3.98,0,0,0.65,1.56,0,0.7,1.65
3dpf,1.99,0.45,0.39,0,0,0,0.31,0
5dpf,0.62,12.6,0,0.34,3.04,0.66,0,2.15
10dpf,4.27,9.71,0.84,0,0.39,0,0,0.48
