stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,19.45,0,0,0.65,2.51,0,2.75,2.38
3dpf,81.22,0,0,0.37,12.42,0,0,0.32
5dpf,4.06,0,0.49,1.46,16.4,0.43,0.69,2.64
10dpf,44,1.48,0,0,7.93,0,0,0
