stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.19,0.84,1.66,0.9,0,0.73,0
5dpf,0.42,0,1.58,1.82,1.6,0,7.68
