stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.78,0,0,1.97,0.54
3dpf,4.78,0,0,0,0
5dpf,0,0,0.74,0,0
10dpf,0.9,0.84,0,0,0
