stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
24hpf,0.86,0,0,0
2dpf,0,0,0.65,1.9
3dpf,16.65,0,0,1.1
5dpf,0.8,1.3,1.41,0.45
10dpf,8.73,0,0,1.22
