stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0.82,0.72,1.22,2.07,0.73,0.87
3dpf,0,0,0,0,0.54,0,0
5dpf,1.35,0,0.81,0,1.5,0,0.68
10dpf,1.44,0,0,0,0,0,0
