stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,6.23,1.44,0,0,1.33,1.68,0
3dpf,2.73,0.88,0,1.33,0,0,0.44
5dpf,0,4.72,0,1.51,0,0,0.31
10dpf,1.48,4.06,0.6,1.7,0,0,0
