stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
3dpf,5.86,0,0.29,0,0,2.91,0,0.36
5dpf,0.33,0,0,0.54,0,1.94,0.29,1.82
10dpf,10.46,0.75,0.52,0,1.15,2.73,0,0.51
