stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
19hpf,0,0,0,3.63
24hpf,0,0,0,3.26
3dpf,1.74,0.6,0.4,3.45
5dpf,0.72,1.05,0,2.18
10dpf,3.6,11.4,0.76,0
