stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.76,15.21
3dpf,0.47,0,0,0,6.51
5dpf,0,0,0.29,0.32,28.58
10dpf,0,0.94,0,0,5.02
