stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0.63,0,0,1.5
3dpf,0.64,0.93,0,0,1.27,0.38,0
5dpf,0,0,0,0,0,0,1.25
10dpf,0,0,0.95,0,0,0,0.48
