stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
14hpf,2.29,0,0,0,0,0,0,0
2dpf,2.88,0,4.05,2.9,0,0,0,2.3
3dpf,6.85,0.39,0.68,2.86,0,0,0.41,0
5dpf,1.07,1.2,0,1.22,0.9,0.3,0,0
10dpf,3.39,0.46,0,3.12,0,0,1.52,0
